Timestamp,Application,EventType,Source
Filtering the log,using,CRASH,log_stream
2026-06-01 21:48:16.058564-0400,(CoreDuetContext),HANG,log_stream
2026-06-01 21:48:16.060118-0400,(CoreDuetContext),HANG,log_stream
2026-06-01 21:48:16.063808-0400,(CoreDuetContext),HANG,log_stream
2026-06-01 21:48:16.068650-0400,(CoreDuetContext),HANG,log_stream
2026-06-01 21:48:16.082205-0400,(Spotlight),HANG,log_stream
2026-06-01 21:48:16.086057-0400,(CoreDuet),CRASH,log_stream
2026-06-01 21:48:16.086139-0400,(CoreDuet),CRASH,log_stream
2026-06-01 21:48:16.091140-0400,(CoreDuetContext),HANG,log_stream
2026-06-01 21:48:16.144491-0400,(RunningBoard),HANG,log_stream
2026-06-01 21:48:16.145151-0400,(RunningBoardServices),HANG,log_stream
2026-06-01 21:48:16.145768-0400,(AppKit),HANG,log_stream
2026-06-01 21:48:16.146054-0400,(AppKit),HANG,log_stream
2026-06-01 21:48:16.146303-0400,(AppKit),HANG,log_stream
2026-06-01 21:48:16.146654-0400,(AppKit),HANG,log_stream
2026-06-01 21:48:16.148173-0400,(RunningBoardServices),HANG,log_stream
2026-06-01 21:48:16.802917-0400,[com.apple.duetactivityscheduler:lifecycle],HANG,log_stream
2026-06-01 21:48:16.803047-0400,[com.apple.duetactivityscheduler:default],HANG,log_stream
2026-06-01 21:48:17.448552-0400,(IO80211),HANG,log_stream
2026-06-01 21:48:20.765153-0400,(RunningBoardServices),HANG,log_stream
2026-06-01 21:48:21.900029-0400,(MediaExperience),HANG,log_stream
2026-06-01 21:48:21.900048-0400,(MediaExperience),HANG,log_stream
2026-06-01 21:48:21.900070-0400,(MediaExperience),HANG,log_stream
2026-06-01 21:48:21.900079-0400,(MediaExperience),HANG,log_stream
2026-06-01 21:48:21.900478-0400,(MediaExperience),HANG,log_stream
2026-06-01 21:48:21.900521-0400,(MediaExperience),HANG,log_stream
2026-06-01 21:48:21.902225-0400,(CoreUtils),HANG,log_stream
2026-06-01 21:48:21.902277-0400,(CoreUtils),HANG,log_stream
2026-06-01 21:48:21.902302-0400,(CoreUtils),HANG,log_stream
2026-06-01 21:48:21.940299-0400,(CoreAudio),HANG,log_stream
2026-06-01 21:48:21.940260-0400,(AudioServerDriverTransports_IOA2),HANG,log_stream
2026-06-01 21:48:21.940231-0400,(AudioServerDriverTransports_IOA2),HANG,log_stream
2026-06-01 21:48:21.940575-0400,(AudioServerDriverTransports_Base),HANG,log_stream
2026-06-01 21:48:21.940638-0400,(AudioServerDriverTransports_Base),HANG,log_stream
2026-06-01 21:48:21.940776-0400,(AudioServerDriverTransports_Base),HANG,log_stream
2026-06-01 21:48:21.940823-0400,(AudioServerDriverTransports_Base),HANG,log_stream
2026-06-01 21:48:21.942442-0400,(AVFAudio),HANG,log_stream
2026-06-01 21:48:21.948145-0400,[com.apple.controlcenter:sound],HANG,log_stream
2026-06-01 21:48:22.051943-0400,(RunningBoardServices),HANG,log_stream
2026-06-01 21:48:22.051853-0400,(RunningBoardServices),HANG,log_stream
2026-06-01 21:48:22.053289-0400,(RunningBoardServices),HANG,log_stream
2026-06-01 21:48:22.054230-0400,(RunningBoardServices),HANG,log_stream
2026-06-01 21:48:22.465673-0400,(IO80211),HANG,log_stream
2026-06-01 21:48:22.909070-0400,[com.apple.bluetooth:Server.LE.Scan],HANG,log_stream
2026-06-01 21:48:22.913599-0400,[com.apple.bluetooth:Server.LE.Scan],HANG,log_stream
2026-06-01 21:48:22.926259-0400,[com.apple.bluetooth:Server.LE.Scan],HANG,log_stream
2026-06-01 21:48:22.926454-0400,[com.apple.bluetooth:Server.LE.Scan],HANG,log_stream
2026-06-01 21:48:22.985445-0400,[com.apple.bluetooth:Server.LE.Scan],HANG,log_stream
2026-06-01 21:48:22.987062-0400,[com.apple.bluetooth:Server.LE.Scan],HANG,log_stream
2026-06-01 21:48:22.997062-0400,[com.apple.bluetooth:Server.LE.Scan],HANG,log_stream
2026-06-01 21:48:22.997134-0400,[com.apple.bluetooth:Server.LE.Scan],HANG,log_stream
2026-06-01 21:48:22.995656-0400,(CoreSpeechFoundation),HANG,log_stream
2026-06-01 21:48:22.995647-0400,(AVFAudio),HANG,log_stream
2026-06-01 21:48:22.995942-0400,[com.apple.corespeech:Framework],HANG,log_stream
2026-06-01 21:48:22.997148-0400,(CoreSpeechFoundation),HANG,log_stream
2026-06-01 21:48:22.998328-0400,(CoreSpeechFoundation),HANG,log_stream
2026-06-01 21:48:22.998858-0400,[com.apple.corespeech:VoiceTrigger],HANG,log_stream
2026-06-01 21:48:23.002388-0400,(MediaExperience),HANG,log_stream
2026-06-01 21:48:23.002462-0400,(MediaExperience),HANG,log_stream
2026-06-01 21:48:23.002511-0400,(MediaExperience),HANG,log_stream
2026-06-01 21:48:23.002593-0400,(MediaExperience),HANG,log_stream
2026-06-01 21:48:23.002622-0400,(MediaExperience),HANG,log_stream
2026-06-01 21:48:23.003004-0400,(MediaExperience),HANG,log_stream
2026-06-01 21:48:23.003094-0400,(MediaExperience),HANG,log_stream
2026-06-01 21:48:23.003264-0400,(MediaExperience),HANG,log_stream
2026-06-01 21:48:23.003343-0400,(MediaExperience),HANG,log_stream
2026-06-01 21:48:23.004612-0400,(CoreUtils),HANG,log_stream
2026-06-01 21:48:23.004642-0400,(CoreUtils),HANG,log_stream
2026-06-01 21:48:23.005289-0400,(CoreUtils),HANG,log_stream
2026-06-01 21:48:23.005429-0400,(CoreUtils),HANG,log_stream
2026-06-01 21:48:23.253226-0400,(WebKit),HANG,log_stream
2026-06-01 21:48:23.253239-0400,(WebKit),HANG,log_stream
2026-06-01 21:48:23.254678-0400,(RunningBoardServices),HANG,log_stream
2026-06-01 21:48:23.254730-0400,(RunningBoardServices),HANG,log_stream
2026-06-01 21:48:23.254747-0400,(RunningBoardServices),HANG,log_stream
2026-06-01 21:48:23.749826-0400,(WebKit),HANG,log_stream
2026-06-01 21:48:23.749839-0400,(WebKit),HANG,log_stream
2026-06-01 21:48:24.856578-0400,(RunningBoardServices),HANG,log_stream
2026-06-01 21:48:24.856618-0400,(RunningBoardServices),HANG,log_stream
2026-06-01 21:48:24.856703-0400,(RunningBoardServices),HANG,log_stream
2026-06-01 21:48:25.112898-0400,(MediaExperience),HANG,log_stream
2026-06-01 21:48:25.113003-0400,(MediaExperience),HANG,log_stream
2026-06-01 21:48:25.113065-0400,(MediaExperience),HANG,log_stream
2026-06-01 21:48:25.113170-0400,(MediaExperience),HANG,log_stream
2026-06-01 21:48:25.113208-0400,(MediaExperience),HANG,log_stream
2026-06-01 21:48:25.115670-0400,(CoreUtils),HANG,log_stream
2026-06-01 21:48:25.221406-0400,(RunningBoard),HANG,log_stream
2026-06-01 21:48:25.222702-0400,(RunningBoardServices),HANG,log_stream
2026-06-01 21:48:25.669065-0400,(WebKit),HANG,log_stream
2026-06-01 21:48:25.669212-0400,(WebKit),HANG,log_stream
2026-06-01 21:48:25.669225-0400,(WebKit),HANG,log_stream
2026-06-01 21:48:25.669882-0400,(RunningBoardServices),HANG,log_stream
2026-06-01 21:48:25.669905-0400,(RunningBoardServices),HANG,log_stream
2026-06-01 21:48:25.670048-0400,(RunningBoardServices),HANG,log_stream
2026-06-01 21:48:25.671590-0400,(RunningBoardServices),HANG,log_stream
2026-06-01 21:48:25.671386-0400,(RunningBoardServices),HANG,log_stream
2026-06-01 21:48:25.671444-0400,(RunningBoardServices),HANG,log_stream
2026-06-01 21:48:25.679044-0400,(AudioServerDriverTransports_IOA2),HANG,log_stream
2026-06-01 21:48:25.679445-0400,(CoreAudio),HANG,log_stream
2026-06-01 21:48:25.680585-0400,(AudioServerDriverTransports_IOA2),HANG,log_stream
2026-06-01 21:48:25.681939-0400,(AudioServerDriverTransports_Base),HANG,log_stream
2026-06-01 21:48:25.682069-0400,(AudioServerDriverTransports_Base),HANG,log_stream
2026-06-01 21:48:25.682411-0400,(AudioServerDriverTransports_Base),HANG,log_stream
2026-06-01 21:48:25.682524-0400,(AudioServerDriverTransports_Base),HANG,log_stream
2026-06-01 21:48:25.684280-0400,(RunningBoardServices),HANG,log_stream
2026-06-01 21:48:25.684415-0400,(RunningBoardServices),HANG,log_stream
2026-06-01 21:48:25.684580-0400,(RunningBoardServices),HANG,log_stream
2026-06-01 21:48:25.686120-0400,(AVFAudio),HANG,log_stream
2026-06-01 21:48:25.686547-0400,(AVFAudio),HANG,log_stream
2026-06-01 21:48:25.686586-0400,(CoreSpeechFoundation),HANG,log_stream
2026-06-01 21:48:25.686614-0400,[com.apple.corespeech:Framework],HANG,log_stream
2026-06-01 21:48:25.687127-0400,(CoreSpeechFoundation),HANG,log_stream
2026-06-01 21:48:25.687469-0400,(CoreSpeechFoundation),HANG,log_stream
2026-06-01 21:48:25.687515-0400,[com.apple.corespeech:VoiceTrigger],HANG,log_stream
2026-06-01 21:48:25.688951-0400,[com.apple.controlcenter:sound],HANG,log_stream
2026-06-01 21:48:25.694578-0400,(MediaExperience),HANG,log_stream
2026-06-01 21:48:25.694613-0400,(MediaExperience),HANG,log_stream
2026-06-01 21:48:25.694659-0400,(RunningBoard),HANG,log_stream
2026-06-01 21:48:25.694634-0400,(MediaExperience),HANG,log_stream
2026-06-01 21:48:25.694649-0400,(MediaExperience),HANG,log_stream
2026-06-01 21:48:25.694685-0400,(MediaExperience),HANG,log_stream
2026-06-01 21:48:25.694695-0400,(MediaExperience),HANG,log_stream
2026-06-01 21:48:25.694732-0400,(MediaExperience),HANG,log_stream
2026-06-01 21:48:25.694814-0400,(MediaExperience),HANG,log_stream
2026-06-01 21:48:25.694947-0400,(MediaExperience),HANG,log_stream
2026-06-01 21:48:25.695110-0400,(MediaExperience),HANG,log_stream
2026-06-01 21:48:25.695195-0400,(MediaExperience),HANG,log_stream
2026-06-01 21:48:25.695347-0400,(RunningBoard),HANG,log_stream
2026-06-01 21:48:25.695465-0400,(RunningBoardServices),HANG,log_stream
2026-06-01 21:48:25.695496-0400,(RunningBoard),HANG,log_stream
2026-06-01 21:48:25.695696-0400,(CoreUtils),HANG,log_stream
2026-06-01 21:48:25.695760-0400,(RunningBoardServices),HANG,log_stream
2026-06-01 21:48:25.695829-0400,(MediaExperience),HANG,log_stream
2026-06-01 21:48:25.695924-0400,(MediaExperience),HANG,log_stream
2026-06-01 21:48:25.696059-0400,(MediaExperience),HANG,log_stream
2026-06-01 21:48:25.696080-0400,(MediaExperience),HANG,log_stream
2026-06-01 21:48:25.696230-0400,(CoreUtils),HANG,log_stream
2026-06-01 21:48:25.696239-0400,(RunningBoard),HANG,log_stream
2026-06-01 21:48:25.696442-0400,(RunningBoardServices),HANG,log_stream
2026-06-01 21:48:25.696441-0400,(RunningBoardServices),HANG,log_stream
2026-06-01 21:48:25.697143-0400,(CoreUtils),HANG,log_stream
2026-06-01 21:48:25.697177-0400,(CoreUtils),HANG,log_stream
2026-06-01 21:48:25.697201-0400,(CoreUtils),HANG,log_stream
2026-06-01 21:48:25.697557-0400,(RunningBoard),HANG,log_stream
2026-06-01 21:48:25.696481-0400,(RunningBoardServices),HANG,log_stream
2026-06-01 21:48:25.697614-0400,(RunningBoardServices),HANG,log_stream
2026-06-01 21:48:25.698265-0400,(RunningBoard),HANG,log_stream
2026-06-01 21:48:25.698392-0400,(RunningBoardServices),HANG,log_stream
2026-06-01 21:48:25.698893-0400,(RunningBoardServices),HANG,log_stream
2026-06-01 21:48:25.704532-0400,(MediaExperience),HANG,log_stream
2026-06-01 21:48:25.704562-0400,(MediaExperience),HANG,log_stream
2026-06-01 21:48:25.704580-0400,(MediaExperience),HANG,log_stream
2026-06-01 21:48:25.704592-0400,(MediaExperience),HANG,log_stream
2026-06-01 21:48:25.704602-0400,(MediaExperience),HANG,log_stream
2026-06-01 21:48:25.704618-0400,(MediaExperience),HANG,log_stream
2026-06-01 21:48:25.704627-0400,(MediaExperience),HANG,log_stream
2026-06-01 21:48:25.704956-0400,(MediaExperience),HANG,log_stream
2026-06-01 21:48:25.705024-0400,(MediaExperience),HANG,log_stream
2026-06-01 21:48:25.705110-0400,(MediaExperience),HANG,log_stream
2026-06-01 21:48:25.705135-0400,(MediaExperience),HANG,log_stream
2026-06-01 21:48:25.705205-0400,(MediaExperience),HANG,log_stream
2026-06-01 21:48:25.705285-0400,(MediaExperience),HANG,log_stream
2026-06-01 21:48:25.705841-0400,(CoreUtils),HANG,log_stream
2026-06-01 21:48:25.705901-0400,(CoreUtils),HANG,log_stream
2026-06-01 21:48:25.706149-0400,(CoreUtils),HANG,log_stream
2026-06-01 21:48:25.706199-0400,(CoreUtils),HANG,log_stream
2026-06-01 21:48:25.706236-0400,(CoreUtils),HANG,log_stream
2026-06-01 21:48:25.706269-0400,(CoreUtils),HANG,log_stream
2026-06-01 21:48:25.740492-0400,(WebKit),HANG,log_stream
2026-06-01 21:48:25.740577-0400,(WebKit),HANG,log_stream
2026-06-01 21:48:25.740687-0400,(WebCore),HANG,log_stream
2026-06-01 21:48:25.778747-0400,(WebKit),HANG,log_stream
2026-06-01 21:48:25.779253-0400,(WebKit),HANG,log_stream
2026-06-01 21:48:25.779304-0400,(WebKit),HANG,log_stream
2026-06-01 21:48:25.780623-0400,(WebKit),HANG,log_stream
2026-06-01 21:48:25.780669-0400,(WebKit),HANG,log_stream
2026-06-01 21:48:25.783910-0400,(RunningBoardServices),HANG,log_stream
2026-06-01 21:48:25.784883-0400,(RunningBoardServices),HANG,log_stream
2026-06-01 21:48:25.784887-0400,(RunningBoardServices),HANG,log_stream
2026-06-01 21:48:25.785163-0400,(RunningBoardServices),HANG,log_stream
2026-06-01 21:48:25.794874-0400,(RunningBoardServices),HANG,log_stream
2026-06-01 21:48:25.800530-0400,(RunningBoardServices),HANG,log_stream
2026-06-01 21:48:25.800523-0400,(RunningBoardServices),HANG,log_stream
2026-06-01 21:48:25.800591-0400,(RunningBoardServices),HANG,log_stream
2026-06-01 21:48:25.804971-0400,(RunningBoardServices),HANG,log_stream
2026-06-01 21:48:25.804848-0400,(RunningBoard),HANG,log_stream
2026-06-01 21:48:25.805195-0400,(RunningBoardServices),HANG,log_stream
2026-06-01 21:48:25.805195-0400,(RunningBoardServices),HANG,log_stream
2026-06-01 21:48:25.805236-0400,(RunningBoardServices),HANG,log_stream
2026-06-01 21:48:25.812562-0400,(RunningBoard),HANG,log_stream
2026-06-01 21:48:25.812694-0400,(RunningBoardServices),HANG,log_stream
2026-06-01 21:48:25.887844-0400,(RunningBoardServices),HANG,log_stream
2026-06-01 21:48:25.888164-0400,(RunningBoardServices),HANG,log_stream
2026-06-01 21:48:25.900437-0400,(RunningBoardServices),HANG,log_stream
2026-06-01 21:48:25.901351-0400,(RunningBoardServices),HANG,log_stream
2026-06-01 21:48:25.918397-0400,(RunningBoard),HANG,log_stream
2026-06-01 21:48:25.918364-0400,(RunningBoardServices),HANG,log_stream
2026-06-01 21:48:25.918523-0400,(RunningBoardServices),HANG,log_stream
2026-06-01 21:48:26.028203-0400,(RunningBoard),HANG,log_stream
2026-06-01 21:48:26.028324-0400,(RunningBoardServices),HANG,log_stream
2026-06-01 21:48:26.028493-0400,(RunningBoardServices),HANG,log_stream
2026-06-01 21:48:26.044994-0400,(RunningBoard),HANG,log_stream
2026-06-01 21:48:26.045493-0400,(RunningBoardServices),HANG,log_stream
2026-06-01 21:48:26.045173-0400,Excel[24754]:,HANG,log_stream
2026-06-01 21:48:26.045486-0400,(RunningBoardServices),HANG,log_stream
2026-06-01 21:48:26.100471-0400,(RunningBoard),HANG,log_stream
2026-06-01 21:48:26.100590-0400,(RunningBoard),HANG,log_stream
2026-06-01 21:48:26.100928-0400,(RunningBoardServices),HANG,log_stream
2026-06-01 21:48:26.100944-0400,(RunningBoardServices),HANG,log_stream
2026-06-01 21:48:26.101325-0400,(RunningBoardServices),HANG,log_stream
2026-06-01 21:48:26.101056-0400,Excel[24754]:,HANG,log_stream
2026-06-01 21:48:26.101707-0400,(RunningBoardServices),HANG,log_stream
2026-06-01 21:48:26.267111-0400,(RunningBoardServices),HANG,log_stream
2026-06-01 21:48:26.680796-0400,[com.apple.windowmanagement:windowserverconnection],HANG,log_stream
2026-06-01 21:48:26.693363-0400,(RunningBoard),HANG,log_stream
2026-06-01 21:48:26.693696-0400,(RunningBoardServices),HANG,log_stream
2026-06-01 21:48:26.694230-0400,(RunningBoardServices),HANG,log_stream
2026-06-01 21:48:26.694076-0400,(RunningBoard),HANG,log_stream
2026-06-01 21:48:26.689587-0400,[com.apple.bluetooth:Server.Core],HANG,log_stream
2026-06-01 21:48:26.694335-0400,(RunningBoardServices),HANG,log_stream
2026-06-01 21:48:26.692731-0400,[com.apple.bluetooth:Server.Audio],HANG,log_stream
2026-06-01 21:48:26.695648-0400,(RunningBoardServices),HANG,log_stream
2026-06-01 21:48:26.696536-0400,(RunningBoardServices),HANG,log_stream
2026-06-01 21:48:26.701454-0400,(WebKit),HANG,log_stream
2026-06-01 21:48:26.703245-0400,(WebKit),HANG,log_stream
2026-06-01 21:48:26.703263-0400,(WebKit),HANG,log_stream
2026-06-01 21:48:26.701474-0400,(iCloudQuotaUI),HANG,log_stream
2026-06-01 21:48:26.702105-0400,[com.apple.unc:display],HANG,log_stream
2026-06-01 21:48:26.711686-0400,(WebKit),HANG,log_stream
2026-06-01 21:48:26.711743-0400,(WebCore),HANG,log_stream
2026-06-01 21:48:26.716298-0400,(RunningBoardServices),HANG,log_stream
2026-06-01 21:48:26.719279-0400,[com.apple.windowmanagement:model],HANG,log_stream
2026-06-01 21:48:26.721183-0400,(RunningBoard),HANG,log_stream
2026-06-01 21:48:26.721416-0400,(RunningBoardServices),HANG,log_stream
2026-06-01 21:48:26.722523-0400,(AppKit),HANG,log_stream
2026-06-01 21:48:26.724453-0400,(RunningBoardServices),HANG,log_stream
2026-06-01 21:48:26.725757-0400,(RunningBoardServices),HANG,log_stream
2026-06-01 21:48:26.725643-0400,(RunningBoardServices),HANG,log_stream
2026-06-01 21:48:26.746556-0400,(CoreDuetContext),HANG,log_stream
2026-06-01 21:48:26.747095-0400,(CoreDuetContext),HANG,log_stream
2026-06-01 21:48:26.748383-0400,(CoreDuetContext),HANG,log_stream
2026-06-01 21:48:26.752147-0400,(CoreDuetContext),HANG,log_stream
2026-06-01 21:48:26.759067-0400,(CoreDuet),CRASH,log_stream
2026-06-01 21:48:26.759467-0400,(CoreDuet),CRASH,log_stream
2026-06-01 21:48:26.761031-0400,(CoreDuetContext),HANG,log_stream
2026-06-01 21:48:26.776174-0400,(RunningBoardServices),HANG,log_stream
2026-06-01 21:48:26.776059-0400,(RunningBoard),HANG,log_stream
2026-06-01 21:48:26.776172-0400,(RunningBoard),HANG,log_stream
2026-06-01 21:48:26.776353-0400,(RunningBoard),HANG,log_stream
2026-06-01 21:48:26.776687-0400,(RunningBoard),HANG,log_stream
2026-06-01 21:48:26.776400-0400,(RunningBoardServices),HANG,log_stream
2026-06-01 21:48:26.776446-0400,(RunningBoardServices),HANG,log_stream
2026-06-01 21:48:26.776399-0400,(RunningBoardServices),HANG,log_stream
2026-06-01 21:48:26.777382-0400,(RunningBoardServices),HANG,log_stream
2026-06-01 21:48:26.777311-0400,(RunningBoardServices),HANG,log_stream
2026-06-01 21:48:26.777205-0400,Settings[25212]:,HANG,log_stream
2026-06-01 21:48:26.776720-0400,Excel[24754]:,HANG,log_stream
2026-06-01 21:48:26.777178-0400,(RunningBoard),HANG,log_stream
2026-06-01 21:48:26.777329-0400,(RunningBoardServices),HANG,log_stream
2026-06-01 21:48:26.776851-0400,(RunningBoardServices),HANG,log_stream
2026-06-01 21:48:26.777530-0400,(RunningBoardServices),HANG,log_stream
2026-06-01 21:48:26.777115-0400,(RunningBoardServices),HANG,log_stream
2026-06-01 21:48:26.777269-0400,(RunningBoardServices),HANG,log_stream
2026-06-01 21:48:26.779315-0400,(RunningBoardServices),HANG,log_stream
2026-06-01 21:48:26.781697-0400,(RunningBoard),HANG,log_stream
2026-06-01 21:48:26.783088-0400,(RunningBoardServices),HANG,log_stream
2026-06-01 21:48:26.785494-0400,(WirelessProximity),HANG,log_stream
2026-06-01 21:48:26.786249-0400,(WPDaemon),HANG,log_stream
2026-06-01 21:48:26.786308-0400,(WPDaemon),HANG,log_stream
2026-06-01 21:48:26.786415-0400,(WPDaemon),HANG,log_stream
2026-06-01 21:48:26.786461-0400,(WPDaemon),HANG,log_stream
2026-06-01 21:48:26.787286-0400,[com.apple.bluetooth:Server.LE.Advertise],HANG,log_stream
2026-06-01 21:48:26.790739-0400,[com.apple.bluetooth:Server.LE.Advertise],HANG,log_stream
2026-06-01 21:48:26.790954-0400,[com.apple.bluetooth:Server.LE.Advertise],HANG,log_stream
2026-06-01 21:48:26.803920-0400,(AppKit),HANG,log_stream
2026-06-01 21:48:26.803992-0400,(AppKit),HANG,log_stream
2026-06-01 21:48:26.804022-0400,(AppKit),HANG,log_stream
2026-06-01 21:48:26.804077-0400,(AppKit),HANG,log_stream
2026-06-01 21:48:26.820940-0400,(Network),HANG,log_stream
2026-06-01 21:48:26.820949-0400,(Network),HANG,log_stream
2026-06-01 21:48:26.821827-0400,[com.apple.bluetooth:Server.LE.Advertise],HANG,log_stream
2026-06-01 21:48:26.821390-0400,(Network),HANG,log_stream
2026-06-01 21:48:26.829431-0400,(Spotlight),HANG,log_stream
2026-06-01 21:48:26.888113-0400,(RunningBoardServices),HANG,log_stream
2026-06-01 21:48:26.888121-0400,(RunningBoardServices),HANG,log_stream
2026-06-01 21:48:26.888216-0400,(RunningBoardServices),HANG,log_stream
2026-06-01 21:48:27.304284-0400,(com.apple.DriverKit-AppleBCMWLAN.dext),HANG,log_stream
2026-06-01 21:48:27.478300-0400,(IO80211),HANG,log_stream
2026-06-01 21:48:27.644427-0400,(Network),HANG,log_stream
2026-06-01 21:48:27.644505-0400,(Network),HANG,log_stream
2026-06-01 21:48:27.644913-0400,(Network),HANG,log_stream
2026-06-01 21:48:27.810501-0400,(RunningBoardServices),HANG,log_stream
2026-06-01 21:48:27.810519-0400,(RunningBoardServices),HANG,log_stream
2026-06-01 21:48:27.810655-0400,(RunningBoardServices),HANG,log_stream
2026-06-01 21:48:28.535142-0400,(Network),HANG,log_stream
2026-06-01 21:48:28.535210-0400,(Network),HANG,log_stream
2026-06-01 21:48:28.535620-0400,(Network),HANG,log_stream
2026-06-01 21:48:28.786534-0400,(WirelessProximity),HANG,log_stream
2026-06-01 21:48:28.787449-0400,(WPDaemon),HANG,log_stream
2026-06-01 21:48:28.787501-0400,(WPDaemon),HANG,log_stream
2026-06-01 21:48:28.787594-0400,(WPDaemon),HANG,log_stream
2026-06-01 21:48:28.787624-0400,(WPDaemon),HANG,log_stream
2026-06-01 21:48:28.788207-0400,[com.apple.bluetooth:Server.LE.Advertise],HANG,log_stream
2026-06-01 21:48:28.791356-0400,[com.apple.bluetooth:Server.LE.Advertise],HANG,log_stream
2026-06-01 21:48:28.791555-0400,[com.apple.bluetooth:Server.LE.Advertise],HANG,log_stream
2026-06-01 21:48:28.822352-0400,[com.apple.bluetooth:Server.LE.Advertise],HANG,log_stream
2026-06-01 21:48:28.937524-0400,(Network),HANG,log_stream
2026-06-01 21:48:28.937593-0400,(Network),HANG,log_stream
2026-06-01 21:48:28.938006-0400,(Network),HANG,log_stream
2026-06-01 21:48:28.941300-0400,[com.apple.duetactivityscheduler:lifecycle],HANG,log_stream
2026-06-01 21:48:28.941502-0400,[com.apple.duetactivityscheduler:default],HANG,log_stream
2026-06-01 21:48:29.337394-0400,(Network),HANG,log_stream
2026-06-01 21:48:29.337426-0400,(Network),HANG,log_stream
2026-06-01 21:48:29.337909-0400,(Network),HANG,log_stream
2026-06-01 21:48:29.869454-0400,(RunningBoard),HANG,log_stream
2026-06-01 21:48:29.871640-0400,(RunningBoardServices),HANG,log_stream
2026-06-01 21:48:30.128589-0400,(RunningBoard),HANG,log_stream
2026-06-01 21:48:30.129841-0400,(RunningBoardServices),HANG,log_stream
2026-06-01 21:48:31.030034-0400,(RunningBoard),HANG,log_stream
2026-06-01 21:48:31.031359-0400,(RunningBoardServices),HANG,log_stream
2026-06-01 21:48:31.412390-0400,(com.apple.DriverKit-AppleBCMWLAN.dext),HANG,log_stream
2026-06-01 21:48:31.624397-0400,(RunningBoardServices),HANG,log_stream
2026-06-01 21:48:31.624267-0400,(RunningBoardServices),HANG,log_stream
2026-06-01 21:48:31.624052-0400,(RunningBoard),HANG,log_stream
2026-06-01 21:48:31.626015-0400,Excel[24754]:,HANG,log_stream
2026-06-01 21:48:31.626108-0400,(RunningBoardServices),HANG,log_stream
2026-06-01 21:48:31.625876-0400,(RunningBoard),HANG,log_stream
2026-06-01 21:48:31.626075-0400,(RunningBoardServices),HANG,log_stream
2026-06-01 21:48:31.627141-0400,(RunningBoard),HANG,log_stream
2026-06-01 21:48:31.627528-0400,(RunningBoardServices),HANG,log_stream
2026-06-01 21:48:31.628458-0400,(RunningBoardServices),HANG,log_stream
2026-06-01 21:48:31.627414-0400,Settings[25212]:,HANG,log_stream
2026-06-01 21:48:31.627457-0400,(RunningBoardServices),HANG,log_stream
2026-06-01 21:48:31.628683-0400,(RunningBoardServices),HANG,log_stream
2026-06-01 21:48:31.628343-0400,(RunningBoard),HANG,log_stream
2026-06-01 21:48:31.628736-0400,(RunningBoardServices),HANG,log_stream
2026-06-01 21:48:31.629652-0400,(RunningBoardServices),HANG,log_stream
2026-06-01 21:48:31.629695-0400,(RunningBoardServices),HANG,log_stream
2026-06-01 21:48:31.628729-0400,(RunningBoardServices),HANG,log_stream
2026-06-01 21:48:31.629515-0400,(RunningBoard),HANG,log_stream
2026-06-01 21:48:31.934674-0400,(RunningBoardServices),HANG,log_stream
2026-06-01 21:48:32.441530-0400,(com.apple.DriverKit-AppleBCMWLAN.dext),HANG,log_stream
2026-06-01 21:48:32.497398-0400,(IO80211),HANG,log_stream
2026-06-01 21:48:34.027885-0400,[com.apple.powerd:battery],HANG,log_stream
2026-06-01 21:48:34.030872-0400,[com.apple.corespeech:Framework],HANG,log_stream
2026-06-01 21:48:34.044783-0400,[com.apple.powerexperienced:powermodesmanager],HANG,log_stream
2026-06-01 21:48:34.046165-0400,(iTunesCloud),HANG,log_stream
2026-06-01 21:48:34.050769-0400,(CoreDuetContext),HANG,log_stream
2026-06-01 21:48:34.052000-0400,(CoreDuetContext),HANG,log_stream
2026-06-01 21:48:34.156772-0400,(MediaExperience),HANG,log_stream
2026-06-01 21:48:34.156790-0400,(MediaExperience),HANG,log_stream
2026-06-01 21:48:34.156809-0400,(MediaExperience),HANG,log_stream
2026-06-01 21:48:34.156819-0400,(MediaExperience),HANG,log_stream
2026-06-01 21:48:34.157613-0400,(MediaExperience),HANG,log_stream
2026-06-01 21:48:34.157653-0400,(MediaExperience),HANG,log_stream
2026-06-01 21:48:34.158851-0400,(CoreUtils),HANG,log_stream
2026-06-01 21:48:34.158904-0400,(CoreUtils),HANG,log_stream
2026-06-01 21:48:34.158930-0400,(CoreUtils),HANG,log_stream
2026-06-01 21:48:34.197514-0400,(AudioServerDriverTransports_IOA2),HANG,log_stream
2026-06-01 21:48:34.197575-0400,(CoreAudio),HANG,log_stream
2026-06-01 21:48:34.197663-0400,(AudioServerDriverTransports_IOA2),HANG,log_stream
2026-06-01 21:48:34.197843-0400,(AudioServerDriverTransports_Base),HANG,log_stream
2026-06-01 21:48:34.197927-0400,(AudioServerDriverTransports_Base),HANG,log_stream
2026-06-01 21:48:34.198129-0400,(AudioServerDriverTransports_Base),HANG,log_stream
2026-06-01 21:48:34.200231-0400,(AVFAudio),HANG,log_stream
2026-06-01 21:48:34.198195-0400,(AudioServerDriverTransports_Base),HANG,log_stream
2026-06-01 21:48:34.204248-0400,[com.apple.controlcenter:sound],HANG,log_stream
